fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20231110 194026	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	342	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.110996066143985	0.999815289123205	337	23759	11379	147187999.50025	37
20231110 194413	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	300	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.103896467879549	0.793076110642857	142	19580	12432	142648483.758121	38
20231110 194753	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	290	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0995463181795568	0.99964856559726	206	24995	12518	149988212.893553	39
20231110 195214	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	432	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.10414031034349	0.959794846941844	63	21936	12505	150894725.137431	40
20231110 195618	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	357	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.102486666177086	0.996388484184804	805	22666	11906	146316630.684658	41
20231110 200118	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	587	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.129550051446279	0.992734887757644	55	25251	13475	146116919.04048	42
20231110 200905	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	428	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0894771018451352	0.560021931801519	645	23826	15286	147469584.207896	43
20231110 201244	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	360	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.183011981781107	0.857544918666947	249	33348	11989	144503826.586707	44
20231110 202148	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	593	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.12567457516975	0.5623411529308	141	26935	14951	147395333.833083	45
20231110 202919	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	815	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0934789494634493	0.197408666433314	477	23534	11811	144401880.55972	46
20231110 203407	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	518	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0906282643393564	0.938936067495126	608	23712	12892	148630562.718641	47
20231110 203653	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	144	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.264962007521441	0.702048708274778	251	28676	12815	137074850.074963	48
20231110 204101	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	453	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.12316282619847	0.84859779035515	234	33192	13414	147921110.444778	49
20231110 204915	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	577	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.13149883938463	0.580621861376388	531	35454	13678	143507213.393303	50
20231110 205400	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	496	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0806766717371892	0.741713205119284	426	24087	11384	147705583.208396	51
20231110 210500	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	941	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0877922268576396	0.420532777523707	78	31590	12841	145522895.052474	52
20231110 211125	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1031	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.10484159791314	0.999245394219325	92	42924	12974	146877092.453773	53
20231110 211801	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	441	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.102939042767224	0.998616735758487	156	6316	11343	149013372.813593	54
20231110 212302	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	505	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0941607823181298	0.896019290092492	35	27065	12636	149713817.091454	55
20231110 212844	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	769	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0920945404919664	0.73047845981945	354	36178	11684	148555868.065967	56
20231110 213504	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	854	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0839625441871952	0.826439050504195	858	32049	14239	148961122.938531	57
20231110 213933	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	401	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.104479585982559	0.999365496554042	377	19555	11955	148911601.69915	58
20231110 214149	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	25	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0949211201392324	0.99698265586547	1020	37498	13465	138385539.730135	59
20231110 214759	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	196	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0858630105034884	0.80298837577602	571	741	13547	146853678.66067	60
20231110 215406	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	773	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0792653629523871	0.981065464840782	731	25420	12140	147612683.658171	61
20231110 215653	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	27	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.123576305211901	0.99992219569353	691	8687	12339	135724511.244378	62
20231110 220204	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	572	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0791206849526123	0.674075281573863	1002	20716	12106	150512292.853573	63
20231110 220906	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1206	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0784932360511568	0.71008175421839	824	49885	13416	146188209.895052	64
20231110 221652	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	406	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0817820599512769	0.590912405715592	874	5103	14038	144372120.93953	65
20231110 222027	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	215	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.128202875533554	0.779451711023192	85	12727	13491	147843319.84008	66
