fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20231110 213735	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1387	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.02011186752607	0.251845840792915	819	11414	15093	136653387.806097	24
20231110 214957	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	625	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0336765659731392	0.30738478974435	577	2443	13405	147556624.187906	25
20231110 220848	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1699	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0203404704862168	0.293386042429349	725	9726	14519	142645380.809595	26
20231110 221404	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	399	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.180846644610608	0.999929820773411	464	49997	13140	143703318.34083	27
20231110 222954	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	733	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0200339445151562	0.529716350651735	451	424	14007	146732429.285357	28
20231110 223512	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	363	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.153214705947782	0.710137907164921	597	40376	12445	139911546.726637	29
20231110 225002	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	446	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.030891307665697	0.998964975738362	771	114	10890	151174917.541229	30
20231110 225324	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	184	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.239182914722746	0.99847572707261	8	49892	15612	129829283.358321	31
20231110 225847	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	444	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.182356266675259	0.999592719655958	1024	49850	12603	142253982.508746	32
20231110 230410	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	182	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.122792944778954	0.999705395475514	464	9083	13391	138977002.998501	33
20231110 231551	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	372	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0257622683701303	0.720266522681959	761	124	12629	143605055.972014	34
20231110 232014	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	29	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0201199247246956	0.279892036243603	9	118	15552	130271532.233883	35
20231110 233104	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	593	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0465770824962341	0.999941464430193	584	4569	12771	149224009.495252	36
20231110 233557	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	237	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.181569495687229	0.999662121930662	533	24930	12616	142482162.918541	37
20231110 235926	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1724	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.020070877237676	0.999868597903562	677	4110	12457	149558001.49925	38
20231111 001533	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	961	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0430017353499825	0.999768078770687	1024	2794	11781	146906033.483258	39
20231111 001800	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	230	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.159014786305776	0.0100339248444686	520	33347	12026	119465456.271864	40
20231111 003824	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1530	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.030864600869919	0.433924833773302	701	4415	12402	148713856.071964	41
20231111 004718	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	224	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0428057261522693	0.920497749677504	727	163	13107	148022514.242879	42
20231111 010412	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1825	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0432268915634734	0.999964187290575	758	20339	12026	140772882.558721	43
